ID;NAME;PREFIXES AS URL;INDEGREE;TOTAL KNOWN PAGES;CRAWLED PAGES;STATUS;LAST MODIFICATION DATE;"ID,""NAME"",""PREFIXES AS URL"",""INDEGREE"",""TOTAL KNOWN PAGES"",""CRAWLED PAGES"",""STATUS"",""LAST MODIFICATION DATE"""
532;Circuitoliquido.com;http://circuitoliquido.com http://www.circuitoliquido.com https://circuitoliquido.com https://www.circuitoliquido.com;1;1;0;DISCOVERED;2019-11-21T15:58:16.600Z;"532,""Circuitoliquido.com"",""http://circuitoliquido.com http://www.circuitoliquido.com https://circuitoliquido.com https://www.circuitoliquido.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:16.600Z"""
533;Facebook.com /yaday.ponce;http://facebook.com/yaday.ponce http://www.facebook.com/yaday.ponce https://facebook.com/yaday.ponce https://www.facebook.com/yaday.ponce;1;1;0;DISCOVERED;2019-11-21T15:58:23.260Z;"533,""Facebook.com /yaday.ponce"",""http://facebook.com/yaday.ponce http://www.facebook.com/yaday.ponce https://facebook.com/yaday.ponce https://www.facebook.com/yaday.ponce"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:23.260Z"""
534;Acostadanza.com;http://acostadanza.com http://www.acostadanza.com https://acostadanza.com https://www.acostadanza.com;1;4;0;DISCOVERED;2019-11-21T15:58:23.261Z;"534,""Acostadanza.com"",""http://acostadanza.com http://www.acostadanza.com https://acostadanza.com https://www.acostadanza.com"",""1"",""4"",""0"",""DISCOVERED"",""2019-11-21T15:58:23.261Z"""
535;Libramagazine.com;http://libramagazine.com http://www.libramagazine.com https://libramagazine.com https://www.libramagazine.com;1;1;0;DISCOVERED;2019-11-21T15:58:38.437Z;"535,""Libramagazine.com"",""http://libramagazine.com http://www.libramagazine.com https://libramagazine.com https://www.libramagazine.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:38.437Z"""
536;Harmoniarosales.com;http://harmoniarosales.com http://www.harmoniarosales.com https://harmoniarosales.com https://www.harmoniarosales.com;1;1;0;DISCOVERED;2019-11-21T15:58:38.437Z;"536,""Harmoniarosales.com"",""http://harmoniarosales.com http://www.harmoniarosales.com https://harmoniarosales.com https://www.harmoniarosales.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:38.437Z"""
537;Face2Faceafrica.com;http://face2faceafrica.com http://www.face2faceafrica.com https://face2faceafrica.com https://www.face2faceafrica.com;1;1;0;DISCOVERED;2019-11-21T15:58:38.437Z;"537,""Face2Faceafrica.com"",""http://face2faceafrica.com http://www.face2faceafrica.com https://face2faceafrica.com https://www.face2faceafrica.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:38.437Z"""
538;Larumbanoescomoayer.blogspot.com;http://larumbanoescomoayer.blogspot.com http://www.larumbanoescomoayer.blogspot.com https://larumbanoescomoayer.blogspot.com https://www.larumbanoescomoayer.blogspot.com;2;3;0;DISCOVERED;2019-11-21T15:58:50.692Z;"538,""Larumbanoescomoayer.blogspot.com"",""http://larumbanoescomoayer.blogspot.com http://www.larumbanoescomoayer.blogspot.com https://larumbanoescomoayer.blogspot.com https://www.larumbanoescomoayer.blogspot.com"",""2"",""3"",""0"",""DISCOVERED"",""2019-11-21T15:58:50.692Z"""
539;Encaribe.org;http://encaribe.org http://www.encaribe.org https://encaribe.org https://www.encaribe.org;2;4;0;DISCOVERED;2019-11-21T15:58:50.693Z;"539,""Encaribe.org"",""http://encaribe.org http://www.encaribe.org https://encaribe.org https://www.encaribe.org"",""2"",""4"",""0"",""DISCOVERED"",""2019-11-21T15:58:50.693Z"""
540;Urjc.es;http://urjc.es http://www.urjc.es https://urjc.es https://www.urjc.es;1;1;0;DISCOVERED;2019-11-21T15:58:50.693Z;"540,""Urjc.es"",""http://urjc.es http://www.urjc.es https://urjc.es https://www.urjc.es"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:50.693Z"""
541;Cancionerorumbero.blogspot.de;http://cancionerorumbero.blogspot.de http://www.cancionerorumbero.blogspot.de https://cancionerorumbero.blogspot.de https://www.cancionerorumbero.blogspot.de;1;1;0;DISCOVERED;2019-11-21T15:58:50.693Z;"541,""Cancionerorumbero.blogspot.de"",""http://cancionerorumbero.blogspot.de http://www.cancionerorumbero.blogspot.de https://cancionerorumbero.blogspot.de https://www.cancionerorumbero.blogspot.de"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:58:50.693Z"""
542;Granma.cu;http://granma.cu http://www.granma.cu https://granma.cu https://www.granma.cu;3;76;0;DISCOVERED;2019-11-21T15:59:02.585Z;"542,""Granma.cu"",""http://granma.cu http://www.granma.cu https://granma.cu https://www.granma.cu"",""3"",""76"",""0"",""DISCOVERED"",""2019-11-21T15:59:02.585Z"""
543;almejeiras.Wordpress.com;http://almejeiras.wordpress.com http://www.almejeiras.wordpress.com https://almejeiras.wordpress.com https://www.almejeiras.wordpress.com;1;1;0;DISCOVERED;2019-11-21T15:59:11.253Z;"543,""almejeiras.Wordpress.com"",""http://almejeiras.wordpress.com http://www.almejeiras.wordpress.com https://almejeiras.wordpress.com https://www.almejeiras.wordpress.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:11.253Z"""
545;Facebook.com /Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328;http://facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328 http://www.facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328 https://facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328 https://www.facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328;2;2;0;DISCOVERED;2019-11-21T15:59:20.080Z;"545,""Facebook.com /Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328"",""http://facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328 http://www.facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328 https://facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328 https://www.facebook.com/Taller-del-Sol-Eduardo-Roca-Choco-1431614443743328"",""2"",""2"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.080Z"""
546;Facebook.com /martinistas.caracas;http://facebook.com/martinistas.caracas http://www.facebook.com/martinistas.caracas https://facebook.com/martinistas.caracas https://www.facebook.com/martinistas.caracas;1;1;0;DISCOVERED;2019-11-21T15:59:20.080Z;"546,""Facebook.com /martinistas.caracas"",""http://facebook.com/martinistas.caracas http://www.facebook.com/martinistas.caracas https://facebook.com/martinistas.caracas https://www.facebook.com/martinistas.caracas"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.080Z"""
547;Facebook.com /Sandra-Ceballos-Obras-2063169623767824;http://facebook.com/Sandra-Ceballos-Obras-2063169623767824 http://www.facebook.com/Sandra-Ceballos-Obras-2063169623767824 https://facebook.com/Sandra-Ceballos-Obras-2063169623767824 https://www.facebook.com/Sandra-Ceballos-Obras-2063169623767824;1;1;0;DISCOVERED;2019-11-21T15:59:20.080Z;"547,""Facebook.com /Sandra-Ceballos-Obras-2063169623767824"",""http://facebook.com/Sandra-Ceballos-Obras-2063169623767824 http://www.facebook.com/Sandra-Ceballos-Obras-2063169623767824 https://facebook.com/Sandra-Ceballos-Obras-2063169623767824 https://www.facebook.com/Sandra-Ceballos-Obras-2063169623767824"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.080Z"""
548;Facebook.com /martinezfure;http://facebook.com/martinezfure http://www.facebook.com/martinezfure https://facebook.com/martinezfure https://www.facebook.com/martinezfure;1;1;0;DISCOVERED;2019-11-21T15:59:20.080Z;"548,""Facebook.com /martinezfure"",""http://facebook.com/martinezfure http://www.facebook.com/martinezfure https://facebook.com/martinezfure https://www.facebook.com/martinezfure"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.080Z"""
549;Facebook.com /Ediciones-Uni%C3%B3n-241954436396598;http://facebook.com/Ediciones-Uni%C3%B3n-241954436396598 http://www.facebook.com/Ediciones-Uni%C3%B3n-241954436396598 https://facebook.com/Ediciones-Uni%C3%B3n-241954436396598 https://www.facebook.com/Ediciones-Uni%C3%B3n-241954436396598;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"549,""Facebook.com /Ediciones-Uni%C3%B3n-241954436396598"",""http://facebook.com/Ediciones-Uni%C3%B3n-241954436396598 http://www.facebook.com/Ediciones-Uni%C3%B3n-241954436396598 https://facebook.com/Ediciones-Uni%C3%B3n-241954436396598 https://www.facebook.com/Ediciones-Uni%C3%B3n-241954436396598"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
550;Facebook.com /ProyectoInventario;http://facebook.com/ProyectoInventario http://www.facebook.com/ProyectoInventario https://facebook.com/ProyectoInventario https://www.facebook.com/ProyectoInventario;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"550,""Facebook.com /ProyectoInventario"",""http://facebook.com/ProyectoInventario http://www.facebook.com/ProyectoInventario https://facebook.com/ProyectoInventario https://www.facebook.com/ProyectoInventario"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
551;Facebook.com /Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997;http://facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997 http://www.facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997 https://facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997 https://www.facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"551,""Facebook.com /Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997"",""http://facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997 http://www.facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997 https://facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997 https://www.facebook.com/Carlos-Garc%C3%ADa-de-la-Nuez-108920803122997"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
552;Facebook.com /josemariavitier;http://facebook.com/josemariavitier http://www.facebook.com/josemariavitier https://facebook.com/josemariavitier https://www.facebook.com/josemariavitier;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"552,""Facebook.com /josemariavitier"",""http://facebook.com/josemariavitier http://www.facebook.com/josemariavitier https://facebook.com/josemariavitier https://www.facebook.com/josemariavitier"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
553;Facebook.com /Kcho-Estudio-Romerillo-2236933779698462;http://facebook.com/Kcho-Estudio-Romerillo-2236933779698462 http://www.facebook.com/Kcho-Estudio-Romerillo-2236933779698462 https://facebook.com/Kcho-Estudio-Romerillo-2236933779698462 https://www.facebook.com/Kcho-Estudio-Romerillo-2236933779698462;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"553,""Facebook.com /Kcho-Estudio-Romerillo-2236933779698462"",""http://facebook.com/Kcho-Estudio-Romerillo-2236933779698462 http://www.facebook.com/Kcho-Estudio-Romerillo-2236933779698462 https://facebook.com/Kcho-Estudio-Romerillo-2236933779698462 https://www.facebook.com/Kcho-Estudio-Romerillo-2236933779698462"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
554;Facebook.com /fila20filmes;http://facebook.com/fila20filmes http://www.facebook.com/fila20filmes https://facebook.com/fila20filmes https://www.facebook.com/fila20filmes;2;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"554,""Facebook.com /fila20filmes"",""http://facebook.com/fila20filmes http://www.facebook.com/fila20filmes https://facebook.com/fila20filmes https://www.facebook.com/fila20filmes"",""2"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
555;Facebook.com /RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906;http://facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906 http://www.facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906 https://facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906 https://www.facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"555,""Facebook.com /RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906"",""http://facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906 http://www.facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906 https://facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906 https://www.facebook.com/RespLog-Uni%C3%B3n-y-Democracia-7-1-2107184319341906"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
556;Facebook.com /Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237;http://facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237 http://www.facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237 https://facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237 https://www.facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"556,""Facebook.com /Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237"",""http://facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237 http://www.facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237 https://facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237 https://www.facebook.com/Enciclopedia-Digital-Del-Audiovisual-Cubano-269005690287237"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
557;Facebook.com /Veganas-393626768123874;http://facebook.com/Veganas-393626768123874 http://www.facebook.com/Veganas-393626768123874 https://facebook.com/Veganas-393626768123874 https://www.facebook.com/Veganas-393626768123874;2;2;0;DISCOVERED;2019-11-21T15:59:20.081Z;"557,""Facebook.com /Veganas-393626768123874"",""http://facebook.com/Veganas-393626768123874 http://www.facebook.com/Veganas-393626768123874 https://facebook.com/Veganas-393626768123874 https://www.facebook.com/Veganas-393626768123874"",""2"",""2"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
558;Facebook.com /Luzbelyescobar;http://facebook.com/Luzbelyescobar http://www.facebook.com/Luzbelyescobar https://facebook.com/Luzbelyescobar https://www.facebook.com/Luzbelyescobar;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"558,""Facebook.com /Luzbelyescobar"",""http://facebook.com/Luzbelyescobar http://www.facebook.com/Luzbelyescobar https://facebook.com/Luzbelyescobar https://www.facebook.com/Luzbelyescobar"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
559;Facebook.com /ENDshortfilm;http://facebook.com/ENDshortfilm http://www.facebook.com/ENDshortfilm https://facebook.com/ENDshortfilm https://www.facebook.com/ENDshortfilm;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"559,""Facebook.com /ENDshortfilm"",""http://facebook.com/ENDshortfilm http://www.facebook.com/ENDshortfilm https://facebook.com/ENDshortfilm https://www.facebook.com/ENDshortfilm"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
560;Facebook.com /AgenciaLiteraria.Cuba;http://facebook.com/AgenciaLiteraria.Cuba http://www.facebook.com/AgenciaLiteraria.Cuba https://facebook.com/AgenciaLiteraria.Cuba https://www.facebook.com/AgenciaLiteraria.Cuba;1;1;0;DISCOVERED;2019-11-21T15:59:20.081Z;"560,""Facebook.com /AgenciaLiteraria.Cuba"",""http://facebook.com/AgenciaLiteraria.Cuba http://www.facebook.com/AgenciaLiteraria.Cuba https://facebook.com/AgenciaLiteraria.Cuba https://www.facebook.com/AgenciaLiteraria.Cuba"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:20.081Z"""
561;Pikaramagazine.com;http://pikaramagazine.com http://www.pikaramagazine.com https://pikaramagazine.com https://www.pikaramagazine.com;3;6;0;DISCOVERED;2019-11-21T15:59:24.458Z;"561,""Pikaramagazine.com"",""http://pikaramagazine.com http://www.pikaramagazine.com https://pikaramagazine.com https://www.pikaramagazine.com"",""3"",""6"",""0"",""DISCOVERED"",""2019-11-21T15:59:24.458Z"""
562;Oncubamagazine.com;http://oncubamagazine.com http://www.oncubamagazine.com https://oncubamagazine.com https://www.oncubamagazine.com;3;22;0;DISCOVERED;2019-11-21T15:59:24.458Z;"562,""Oncubamagazine.com"",""http://oncubamagazine.com http://www.oncubamagazine.com https://oncubamagazine.com https://www.oncubamagazine.com"",""3"",""22"",""0"",""DISCOVERED"",""2019-11-21T15:59:24.458Z"""
563;Havanatimesenespanol.org;http://havanatimesenespanol.org http://www.havanatimesenespanol.org https://havanatimesenespanol.org https://www.havanatimesenespanol.org;2;5;0;DISCOVERED;2019-11-21T15:59:24.458Z;"563,""Havanatimesenespanol.org"",""http://havanatimesenespanol.org http://www.havanatimesenespanol.org https://havanatimesenespanol.org https://www.havanatimesenespanol.org"",""2"",""5"",""0"",""DISCOVERED"",""2019-11-21T15:59:24.458Z"""
564;Facebook.com /martha.limia;http://facebook.com/martha.limia http://www.facebook.com/martha.limia https://facebook.com/martha.limia https://www.facebook.com/martha.limia;1;4;0;DISCOVERED;2019-11-21T15:59:28.401Z;"564,""Facebook.com /martha.limia"",""http://facebook.com/martha.limia http://www.facebook.com/martha.limia https://facebook.com/martha.limia https://www.facebook.com/martha.limia"",""1"",""4"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
565;it-it.Facebook.com /saragomezyera;http://it-it.facebook.com/saragomezyera http://www.it-it.facebook.com/saragomezyera https://it-it.facebook.com/saragomezyera https://www.it-it.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"565,""it-it.Facebook.com /saragomezyera"",""http://it-it.facebook.com/saragomezyera http://www.it-it.facebook.com/saragomezyera https://it-it.facebook.com/saragomezyera https://www.it-it.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
566;es-la.Facebook.com /saragomezyera;http://es-la.facebook.com/saragomezyera http://www.es-la.facebook.com/saragomezyera https://es-la.facebook.com/saragomezyera https://www.es-la.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"566,""es-la.Facebook.com /saragomezyera"",""http://es-la.facebook.com/saragomezyera http://www.es-la.facebook.com/saragomezyera https://es-la.facebook.com/saragomezyera https://www.es-la.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
567;hi-in.Facebook.com /saragomezyera;http://hi-in.facebook.com/saragomezyera http://www.hi-in.facebook.com/saragomezyera https://hi-in.facebook.com/saragomezyera https://www.hi-in.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"567,""hi-in.Facebook.com /saragomezyera"",""http://hi-in.facebook.com/saragomezyera http://www.hi-in.facebook.com/saragomezyera https://hi-in.facebook.com/saragomezyera https://www.hi-in.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
568;fr-fr.Facebook.com /saragomezyera;http://fr-fr.facebook.com/saragomezyera http://www.fr-fr.facebook.com/saragomezyera https://fr-fr.facebook.com/saragomezyera https://www.fr-fr.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"568,""fr-fr.Facebook.com /saragomezyera"",""http://fr-fr.facebook.com/saragomezyera http://www.fr-fr.facebook.com/saragomezyera https://fr-fr.facebook.com/saragomezyera https://www.fr-fr.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
569;de-de.Facebook.com /saragomezyera;http://de-de.facebook.com/saragomezyera http://www.de-de.facebook.com/saragomezyera https://de-de.facebook.com/saragomezyera https://www.de-de.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"569,""de-de.Facebook.com /saragomezyera"",""http://de-de.facebook.com/saragomezyera http://www.de-de.facebook.com/saragomezyera https://de-de.facebook.com/saragomezyera https://www.de-de.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
570;zh-cn.Facebook.com /saragomezyera;http://www.zh-cn.facebook.com/saragomezyera http://zh-cn.facebook.com/saragomezyera https://www.zh-cn.facebook.com/saragomezyera https://zh-cn.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"570,""zh-cn.Facebook.com /saragomezyera"",""http://www.zh-cn.facebook.com/saragomezyera http://zh-cn.facebook.com/saragomezyera https://www.zh-cn.facebook.com/saragomezyera https://zh-cn.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
571;ja-jp.Facebook.com /saragomezyera;http://ja-jp.facebook.com/saragomezyera http://www.ja-jp.facebook.com/saragomezyera https://ja-jp.facebook.com/saragomezyera https://www.ja-jp.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"571,""ja-jp.Facebook.com /saragomezyera"",""http://ja-jp.facebook.com/saragomezyera http://www.ja-jp.facebook.com/saragomezyera https://ja-jp.facebook.com/saragomezyera https://www.ja-jp.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
572;pt-pt.Facebook.com /saragomezyera;http://pt-pt.facebook.com/saragomezyera http://www.pt-pt.facebook.com/saragomezyera https://pt-pt.facebook.com/saragomezyera https://www.pt-pt.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"572,""pt-pt.Facebook.com /saragomezyera"",""http://pt-pt.facebook.com/saragomezyera http://www.pt-pt.facebook.com/saragomezyera https://pt-pt.facebook.com/saragomezyera https://www.pt-pt.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
573;tr-tr.Facebook.com /saragomezyera;http://tr-tr.facebook.com/saragomezyera http://www.tr-tr.facebook.com/saragomezyera https://tr-tr.facebook.com/saragomezyera https://www.tr-tr.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"573,""tr-tr.Facebook.com /saragomezyera"",""http://tr-tr.facebook.com/saragomezyera http://www.tr-tr.facebook.com/saragomezyera https://tr-tr.facebook.com/saragomezyera https://www.tr-tr.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
574;ar-ar.Facebook.com /saragomezyera;http://ar-ar.facebook.com/saragomezyera http://www.ar-ar.facebook.com/saragomezyera https://ar-ar.facebook.com/saragomezyera https://www.ar-ar.facebook.com/saragomezyera;1;33;0;DISCOVERED;2019-11-21T15:59:28.401Z;"574,""ar-ar.Facebook.com /saragomezyera"",""http://ar-ar.facebook.com/saragomezyera http://www.ar-ar.facebook.com/saragomezyera https://ar-ar.facebook.com/saragomezyera https://www.ar-ar.facebook.com/saragomezyera"",""1"",""33"",""0"",""DISCOVERED"",""2019-11-21T15:59:28.401Z"""
575;Eltoque.com;http://eltoque.com http://www.eltoque.com https://eltoque.com https://www.eltoque.com;2;5;0;DISCOVERED;2019-11-21T15:59:32.260Z;"575,""Eltoque.com"",""http://eltoque.com http://www.eltoque.com https://eltoque.com https://www.eltoque.com"",""2"",""5"",""0"",""DISCOVERED"",""2019-11-21T15:59:32.260Z"""
576;Santaclarasumusicos.blogspot.com;http://santaclarasumusicos.blogspot.com http://www.santaclarasumusicos.blogspot.com https://santaclarasumusicos.blogspot.com https://www.santaclarasumusicos.blogspot.com;1;1;0;DISCOVERED;2019-11-21T15:59:34.886Z;"576,""Santaclarasumusicos.blogspot.com"",""http://santaclarasumusicos.blogspot.com http://www.santaclarasumusicos.blogspot.com https://santaclarasumusicos.blogspot.com https://www.santaclarasumusicos.blogspot.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:34.886Z"""
577;Sld.cu;http://sld.cu http://www.sld.cu https://sld.cu https://www.sld.cu;5;13;0;DISCOVERED;2019-11-21T15:59:40.314Z;"577,""Sld.cu"",""http://sld.cu http://www.sld.cu https://sld.cu https://www.sld.cu"",""5"",""13"",""0"",""DISCOVERED"",""2019-11-21T15:59:40.314Z"""
578;Radiorebelde.cu;http://radiorebelde.cu http://www.radiorebelde.cu https://radiorebelde.cu https://www.radiorebelde.cu;2;11;0;DISCOVERED;2019-11-21T15:59:40.314Z;"578,""Radiorebelde.cu"",""http://radiorebelde.cu http://www.radiorebelde.cu https://radiorebelde.cu https://www.radiorebelde.cu"",""2"",""11"",""0"",""DISCOVERED"",""2019-11-21T15:59:40.314Z"""
579;Oncubanews.com;http://oncubanews.com http://www.oncubanews.com https://oncubanews.com https://www.oncubanews.com;3;6;0;DISCOVERED;2019-11-21T15:59:43.161Z;"579,""Oncubanews.com"",""http://oncubanews.com http://www.oncubanews.com https://oncubanews.com https://www.oncubanews.com"",""3"",""6"",""0"",""DISCOVERED"",""2019-11-21T15:59:43.161Z"""
580;Treslindascubanascigars.com;http://treslindascubanascigars.com http://www.treslindascubanascigars.com https://treslindascubanascigars.com https://www.treslindascubanascigars.com;1;1;0;DISCOVERED;2019-11-21T15:59:43.161Z;"580,""Treslindascubanascigars.com"",""http://treslindascubanascigars.com http://www.treslindascubanascigars.com https://treslindascubanascigars.com https://www.treslindascubanascigars.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:43.161Z"""
581;Facebook.com /yvonne.rodriguez.140;http://facebook.com/yvonne.rodriguez.140 http://www.facebook.com/yvonne.rodriguez.140 https://facebook.com/yvonne.rodriguez.140 https://www.facebook.com/yvonne.rodriguez.140;1;1;0;DISCOVERED;2019-11-21T15:59:43.161Z;"581,""Facebook.com /yvonne.rodriguez.140"",""http://facebook.com/yvonne.rodriguez.140 http://www.facebook.com/yvonne.rodriguez.140 https://facebook.com/yvonne.rodriguez.140 https://www.facebook.com/yvonne.rodriguez.140"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:43.161Z"""
582;Yrpublicrelations.com;http://www.yrpublicrelations.com http://yrpublicrelations.com https://www.yrpublicrelations.com https://yrpublicrelations.com;1;1;0;DISCOVERED;2019-11-21T15:59:43.161Z;"582,""Yrpublicrelations.com"",""http://www.yrpublicrelations.com http://yrpublicrelations.com https://www.yrpublicrelations.com https://yrpublicrelations.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:43.161Z"""
583;Krudascubensi.com;http://krudascubensi.com http://www.krudascubensi.com https://krudascubensi.com https://www.krudascubensi.com;1;1;0;DISCOVERED;2019-11-21T15:59:46.537Z;"583,""Krudascubensi.com"",""http://krudascubensi.com http://www.krudascubensi.com https://krudascubensi.com https://www.krudascubensi.com"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T15:59:46.537Z"""
584;Facebook.com /argelia.fellovehernandez;http://facebook.com/argelia.fellovehernandez http://www.facebook.com/argelia.fellovehernandez https://facebook.com/argelia.fellovehernandez https://www.facebook.com/argelia.fellovehernandez;1;1;0;DISCOVERED;2019-11-21T16:00:00.849Z;"584,""Facebook.com /argelia.fellovehernandez"",""http://facebook.com/argelia.fellovehernandez http://www.facebook.com/argelia.fellovehernandez https://facebook.com/argelia.fellovehernandez https://www.facebook.com/argelia.fellovehernandez"",""1"",""1"",""0"",""DISCOVERED"",""2019-11-21T16:00:00.849Z"""
